act,act_canonical,category
17026,Tamilnadu Court fee Act,Other
17027,Tamilnadu Forest Act,Other
17029,Tamilnadu Gampling Act,Other
17040,Tamilnadu Open Places Prevention Distigurment,Other
17043,"Tamilnadu Prohibition Act, 1937",Other
17056,Taminl Nadu Gaming Act,Other
17061,TaxationLawsAct,Other
17065,TeaAct,Other
17068,TechnologyDevelopmentBoardAct,Other
17094,TerminalTaxonRailwayPassengersAct,Other
17098,TerritorialArmyAct,Other
17103,TerroristandDisruptiveActivities(Prevention)Act,Other
17137,"The Bengal Excise Act, 1909",Other
17171,"The Chhattisgarh Excise (Amendment) Act, 2002",Other
17206,The Companies Act 1956,Other
17261,The FATAl Accident Act 1855,Other
17313,"The Himachal Pradesh Excise Act, 2011",Other
17337,"The Import and Exports Control Act,  1947",Other
17360,The Indian Succession Act 1925\,Other
17404,"The Legal Metrology Act, 2009",Other
17417,The M.P. Agricultural Cattle Preservation Act 1956,Other
17422,The M.P.Kolahal Niyantran Adhiniyam 1985,Other
17429,The Madhya Pradesh Dakaiti Aur Vyapharan Prabhavit Kshetra Adhiniyam 1981,Other
17430,The Madhya Pradesh Dakaiti Aur Vyapharan Prabhavitkshetra 1981,Other
17433,The Madhya Pradesh Gram Tatha Nagar Raksha Samiti Adhinyam 1999,Other
17465,The Muslim Personal Law (Shariat) Application Act 1937,Other
17509,The Prevention of Corruption Act 1988\,Other
17535,"The Protection of Children from Sexual Offence Act, 2012",Other
17554,"The Protection ofChildren from Sexual Offences Act, 2012",Other
17557,The Public Gambling Act,Other
17611,The Rajasthan Excise Act,Other
17673,The Special Marriage Act,Other
17675,The Specific Relief Act 1963,Other
17791,TobaccoBoardAct,Other
17792,TobaccoCessAct,Other
17814,Trade Mark Act 1999  \,Other
17818,Trade Marks Act 1958  \,Other
17819,Trade Marks Act 1999,Other
17820,"Trade Marks Act, 1940",Other
17828,Trade Unions Act 1926,Other
17831,Trade and Merchandise marks act,Other
17833,TradeMarksAct,Other
17835,Trademark Act,Other
17852,Transformer and Switchgear Limited (Acquisition  and  Transfer of Undertakings) Act,Other
17857,TransplantationofHumanOrgansAct,Other
17876,"Travancore Cochin Literary, Scientific and Charitable Societies Registration Act, 1955",Other
17910,U / O 3 Rule 2 R /W Sec. 151. C.P.C,Other
17933,U O VII RULE 1 of C P C,Other
17955,U Order 8 Guardian And Wards ACT,Other
17968,U P Urban Planning and Development Act,Other
18021,U Sec 166 Of MVC ACT 1988,Other
18145,U.O.26 Rule 7 C.P.C.,Other
18223,U.SEC.126 BANGALORE WATER SUPPLY AND SEWERAGE BOARD ACT,Other
18239,U.Sec. 26 Order 7 Rule 1 and 2,Other
18242,U.Sec. 283 of Karnataka Town Municipalities Act,Other
18382,U/0 VII Rule 1 and 2 of C.P.C,Other
18392,U/O 1 RULE 10 .2. R/W SEC.151 C.P.C.,Other
18462,U/O 21 RULE  OF II C.P.C.,Other
18538,U/O 21 Rule 11(2) of C.P.C.1908,Other
18589,U/O 26 RULE 13 OF C P C,Other
18655,U/O 372 of Indian Sucession   Act 1925,Other
18675,U/O 39 Rule 1 and 2 OF C.P.C.,Other
18678,U/O 39 Rule 1 and 2 R/W Sec.151 C.P.C.,Other
18685,U/O 39 Rules 1 and 2 R/w Sec 94 b and e of C.P.C,Other
18698,U/O 41 RULE 1 AND 2 C.P.C. R/W SEC 96 C.P.C.,Other
18710,U/O 41 RULE 1 OF C.P.C.,Other
18759,U/O 41 Rule 19 R/W Sec 151 of C.P.C,Other
18797,U/O 43 RULE 1(r) OF THE C.P.C.,Other
18875,U/O 7 RULE  1  OFC P C,Other
18877,U/O 7 RULE  OF 1 C.P.C.,Other
18896,U/O 7 RULE 1 R/W 151 C.P.C..,Other
18911,U/O 7 RULE I OF C.P.C,Other
18913,U/O 7 Rule 1,Other
18915,U/O 7 Rule 1 C.P.C,Other
18921,U/O 7 Rule 1 and 2,Other
18930,U/O 7 Rule 1 and 2 of C.P.C.,Other
18934,U/O 7 Rule 1 and 3 of C.P.C.,Other
18947,U/O 7 rule 1 R/w.  26 of C.P.C,Other
18948,U/O 7 rule 1 and 2 of C.P.C R/W 26,Other
19094,U/O RULE VII 1.3.5.7 R/W SEC 26.151 OF C.P.C,Other
19106,U/O VII RULE 1  R/W SECTION 26 OF  C.P.C,Other
19111,U/O VII RULE 1 AND 2 OF C.P.C.,Other
19118,U/O VII RULE 1 C.P.C,Other
19122,U/O VII RULE 1 R/W 26 C.P.C,Other
19129,U/O VII RULE 1 R/W SECTION 54 OF C.P.C,Other
19301,U/O. VII  R/W.1 AND 2 R/W. SEC.26 OF C.P.C,Other
19342,U/O.21 RULE 11 OF C.P.C.,Other
19368,U/O.VII RULE 1 AND 2,Other
19381,U/ORDER VII RULE 1 AND 2 R/W SEC. 26 OF C.P.C,Other
19388,U/Order,Other
19427,U/Order 7 Rule 1 C PC,Other
19466,U/Rule,Other
19478,U/S  146 R/W 196 OF IMV ACT,Other
19650,U/S 12 OF HINDU MARRIAGE ACT,Other
19707,U/S 13 (3)  of Birth and Death Act 1969,Other
19809,U/S 13 of family court Act,Other
19816,U/S 13(1) (Ia) OF HINDU MARRIAGE ACT,Other
19895,U/S 138 of N.I. ACT,Other
19898,"U/S 138,142 NI ACT",Other
19899,U/S 13@3 of Registration of Births and Deaths Act,Other
19962,U/S 151 C.P.Code,Other
20002,U/S 166 MV Act,Other
20005,U/S 166 OF IMV ACT,Other
20009,U/S 166 OF MV ACT,Other
20022,U/S 166 of the motor vehicle ACT 1989,Other
20059,U/S 18(3)(B) OF LAC ACT,Other
20078,U/S 19 OF HINDU ADOPTION AND MAINTENANCE ACT,Other
20108,U/S 200 R/W 138 NI ACT,Other
20144,U/S 23 (2) R/W 19 D V ACT,Other
20163,U/S 24 C.P.C,Other
20170,U/S 24 OF HINDU MARRIAGE ACT,Other
20199,U/S 26  R/W ORDER VII RULE 1 AND 2 OF C.P.C,Other
20213,U/S 26 ORDER 7 RULE 1 OF C.P.C,Other
20219,U/S 26 R/W ORDER  7 RULE OF C.P.C.,Other
20225,U/S 26 R/W ORDER VII RULE 1.3.5 AND 7  C.P.C.,Other
20238,U/S 26 and O.VII. R.1 of C.P.C,Other
20331,U/S 276 OF INDIAN SUCCESSION ACT,Other
20334,U/S 276 R/W SEC 272 OF INDIAN SUCCESSION ACT 1925 AND U/S 30 OF HINDU SUCCESSION ACT. 1956,Other
20335,U/S 276 R/w Sec 372 of Indian Succession Act,Other
20337,U/S 276.1 of Indian succession  Act,Other
20378,U/S 284 2 of K.M Act 1964,Other
20405,U/S 295 OF INDIAN SUCCESSION ACT,Other
20576,U/S 372 OF INDIAN SUCCESSION ACT,Other
20583,U/S 372 of IndianSuccession Act,Other
20588,U/S 375 OF INDIAN SUCCESSION ACT,Other
20613,U/S 39 AND 39 b R/W SEC 7 AND 8 OF GUARDIAN AND WARDS ACT,Other
20721,U/S 5 of Indian Limitation Act,Other
20743,U/S 53 OF MENTAL HEALTH ACT,Other
20846,U/S 7 OF INSOLVENCY ACT,Other
20874,U/S 7 rule 1 of C.P.C,Other
20890,U/S 70 of K C S ACT 1959,Other
20915,U/S 8 AND 9 R/W SEC 29 OF G AND WC ACT,Other
20933,U/S 80 (2) OF C.P.C.,Other
21011,U/S 92 J of K.P. Act,Other
21084,U/S CATTLE PREVENTION ACT,Other
21105,U/S VII RULE ONE OF C P C,Other
21106,U/S VII Rule 1 and 2 of C.P.C,Other
21146,U/S. 138 OF NEGOTIABLE INSTRUMENT ACT,Other
21168,U/S. 295 OF KARNATAKA PANCHAYATH ACT 1993,Other
21169,U/S. 299 OF KARNATAKA VILLAGE PANCHAYAT ACT,Other
21228,"U/S.26, O.7, RULES 1 to 8",Other
21285,U/SEC 27 ORDER VII RULE 1 OF C.P.C.,Other
21307,U/SEC.  146 R/W 196 OF I.M.V. ACT,Other
21325,U/SEC. 26 AND ORDER 7 RULE 1 OF C.P.C.,Other
21333,U/SEC. 27 AND 30 OF KRC ACT,Other
21455,U/Sec 214 of Indian Succession Act,Other
21646,U/Sec. 138 of N.I. Act,Other
21769,U/Sec. 372 of the Indian Succession Act,Other
21844,"U/Sec. 9, 26 R/W ORDER 7 RULE 1 OF C.P.C.",Other
21905,U/Sec.166 of MV Act,Other
22074,U/o 21  Rule  35 of  C P C,Other
22208,U/o 39 R 1 and 2 C.P.C.,Other
22211,U/o 39 Rule 1 and 2,Other
22387,U/o 6 Rule 14(A),Other
22410,U/o 7 Rule 1 and 2 R/w 26 of C P C,Other
22420,U/o 7 Rule 1 and 3,Other
22427,U/o 7 Rule 1 of C.P.C.,Other
22436,U/o 7 Rule 14(A),Other
22486,U/o 9 Rule 4 of C.P.C.,Other
22544,U/o VII  Rule 1 R/w 26 of C.P.C.,Other
22555,U/o VII Rule 1 and 2 C.P.C.,Other
22574,U/o VII rule 1 and 3,Other
22649,U/o.,Other
22708,U/o.21 R 11 C.P.C.,Other
22713,U/o.39 R.3 C.P.C.,Other
22731,U/o/Sec/Act,Other
22781,U/r,Other
22783,U/s,Other
22800,U/s 10 and 22 of W. C. Act.,Other
22818,U/s 108 of Indian Evidence Act,Other
22820,U/s 11 R/w 22 of W.C. Act,Other
22905,U/s 13 clause 3 of Birth and Death Registration Act,Other
22931,U/s 13(3) B and D Act,Other
22976,U/s 138 of NI Act,Other
23039,U/s 166 of MV Act1989,Other
23043,U/s 17 of 1 and 2 of DV ACT,Other
23064,"U/s 18 of Hindu Adoptions and Maintenance Act., 1956",Other
23136,"U/s 22 R/w Sec., 10A 2 of W.C. Act.",Other
23143,U/s 22 of W.C Act.,Other
23195,U/s 26 of C.P.C,Other
23333,U/s 372 of the Indian Succession Act,Other
23413,U/s 54 of land acquisition act,Other
23439,U/s 7 and 25 of Guardian and Wards act,Other
23451,U/s 71 of the Bombay Public Act,Other
23509,U/s 9 of Hindu marriage act.,Other
23527,U/s 92 (O) (R) (Q) K .P. Act,Other
23683,U/s. 166 of M.V.Act 1988,Other
23878,U/s. 64 KUD Act,Other
24045,U/sec,Other
24064,U/sec 138 and 142 of N.I.Act.,Other
24181,U/sec. 13(3) Birth  and Death Act,Other
24513,UNDER ORDER 7 RULE 1 AND 2 OF C.P.C.,Other
24516,UNDER ORDER 7 RULE 1 AND 2 R/W SECTION 26 OF C.P.C.,Other
24519,UNDER ORDER 7 RULE 1 AND 3 OF C.P.C,Other
24524,UNDER ORDER 7 RULE 1 C.P.C,Other
24526,UNDER ORDER 7 RULE 1 OF C.P.C.,Other
24527,UNDER ORDER 7 RULE 1 OF C.P.C.READ WITH SEC 26 OF C.P.C,Other
24531,UNDER ORDER 7 RULE 1 R/W SEC. 26 OF C.P.C.,Other
24542,UNDER ORDER 7 RULES 1 AND 2 R.W SEC 26 OF C.P.C.,Other
24577,UNDER ORDER VII,Other
24583,UNDER ORDER VII RULE 3 OF C.P.C.,Other
24621,UNDER SEC 12 OF DVC ACT 2005,Other
24641,UNDER SEC 4 RW 21.1,Other
24650,UNDER SEC. 138 AND 142 NI ACT,Other
24739,UNDER SECTION 138 OF N I ACT,Other
25055,Under,Other
25071,Under  order 7 Rules 1 and 2 C.P.C.,Other
25098,Under Act(s),Other
25185,Under Order,Other
25308,Under Order 26 R/W Order 7 Rules 1 and 2 C.P.C.,Other
25334,Under Order 34 Rule 1 to 5 read with Order VII Rule 1 read with Section 26 of C.P.C,Other
25353,Under Order 39 Rule 1 and  3,Other
25535,Under Order 7 rule 1,Other
25620,Under Order VII Rule 1 C P C,Other
25707,Under Rule 15 of Muncipalities Election Rule,Other
25721,Under Rule.,Other
25817,Under Sec 18 of Family Court Act,Other
25864,Under Sec 438 of Cr PC Anticipatory Bail,Other
25865,Under Sec 46 2 K R Act 1999,Other
25943,Under Sec. 138 of N.I. Act,Other
25968,Under Sec. 200 of Cr. P.C.,Other
26172,Under Section 13  3 of  Birth and Death ACt,Other
26214,Under Section 13 of the Family Court Act,Other
26266,Under Section 13.1.B of Hindu Marriage Act,Other
26271,Under Section 13.B.2 of Hindu marriage Act,Other
26276,Under Section 138 N.I. Act,Other
26277,Under Section 138 and 142 of NI Act,Other
26307,Under Section 154 and 174 clause C of Railway Act.,Other
26353,Under Section 2 of the Dissolution of Muslim Marriage Act 1939,Other
26360,Under Section 200 Cr. P.C.,Other
26590,Under Section 70    4  of K.C.S.Act.,Other
26633,Under Section 92 O and R KP Act,Other
26645,Under Section 96,Other
26831,Under order 34,Other
26845,Under order 39 rule 1 and 2,Other
26892,Under order 7 rule 1 and 2,Other
26937,Under order VII Rule 1 and 2 of C.P.C.,Other
26961,Under rule 15 of the Karnataka Muncipalities election rule 1965,Other
26963,Under sec,Other
27073,Under section 13 class 3 r/w 10 class 3,Other
27093,Under section 166 M.V Act,Other
27164,Under section 7 rule 1 and 2 R w 331 and section 2  8A and G Mahamadiya Act,Other
27207,UnionDutiesofExcise(Distribution)Act,Other
27215,University Act,Other
27218,UniversityGrantsCommissionAct,Other
27223,Unlawful Activities (Prevention) Act,Other
27225,Unlawful Activities (Prevention) Act 1967,Other
27240,UnlawfulActivities(Prevention)Act,Other
27244,Untouchability (Offences) Amendment and Miscellaneous  Provision Act,Other
27250,Urban Land (Ceiling and Regulation) Act,Other
27272,Usec IP,Other
27274,Usurious Loans Act,Other
27276,UsuriousLoansAct,Other
27388,VII Rule 1 and 3 of C P C,Other
27390,VII Rule 1 of C P C,Other
27393,"VII Rule 1, 3,  5",Other
27395,VII Rule 1.C.P.C.,Other
27401,Value Added Tax Act,Other
27452,W.B.G And P.C,Other
27486,WAKF Act 1954  \,Other
27586,WakfAct,Other
27593,Warehousing Corporations (Supplementary) Act,Other
27598,Waste-Lands(Claims)Act,Other
27620,Weight & Measurement ACT (W.M. Act),Other
27749,WhitePhosphorusMatchesProhibitionAct,Other
27756,Wild Life (Protection) Act,Other
27757,Wild Life (Protection) Act 1972,Other
27763,Wild Life Act \,Other
27785,WildLife(Protection)Act,Other
27846,"Workmen Compensation Act, 1923",Other
27850,Workmen's Compensation Act,Other
27852,Workmens Compensation Act,Other
27853,Workmens Compensation Act 1923,Other
27897,YoungPersons(HarmfulPublications)Act,Other
27905,Zamindari Abolition and land Reform Act,Other
27934,arbitration and Conciliation Act1996\,Other
28016,dda1 1990,Other
28021,delivery,Other
28026,dissolution of marrage,Other
28143,maintenance,Other
28149,mohemmadian Act,Other
28224,order 43 rule 1 of C.P.C,Other
28267,others Act,Other
28377,restitution of conjugal rights,Other
28396,sec 389 subclass 1 of crpc,Other
28414,section 272 read with section 276 of indian succession  act,Other
28416,section 397 1 of Cr. PC,Other
28545,u/o 32 Rule 1 and 2 of C.P.C.,Other
28621,u/o vii rule 1 and 2 of  cr.p.,Other
28694,"u/s 13 of 3, Birth and Death act",Other
28714,u/s 138 N.I. Act,Other
28850,u/s 32 Rule 3 of C.P.C. R/w 151 of C.P.C,Other
29477,under Sec.276 of the Indian Succession Act 1975,Other
29612,under order VII Rule 1 of the C.P.C.,Other
29666,under section,Other
29785,under section 75(B) 151 and Order XXVI Rule 9 of C.P.C. 1908.,Other
29851,xxA.P.M.C.Act,Other
